IPK,Pendapatan_Orang_Tua,Prestasi_Akademik,Prestasi_Non_Akademik,Keikutsertaan_Organisasi,Diterima_Beasiswa
3.1,6.89,3.0,0,2,1.0
3.2,7.83,5.0,4,5,1.0
2.8,4.98,5.0,3,0,1.0
3.36,11.62,0.0,5,4,1.0
2.97,9.19,5.0,4,3,1.0
3.2,12.7,5.0,3,1,1.0
3.34,8.62,3.0,2,3,1.0
3.46,7.35,0.0,2,3,1.0
3.46,3.14,4.0,1,2,1.0
3.65,5.77,3.0,1,4,1.0
3.29,10.6,0.0,5,0,1.0
3.71,13.25,3.0,1,1,1.0
2.76,3.49,3.0,2,2,1.0
3.67,14.01,4.0,2,1,1.0
3.25,2.82,2.0,2,3,1.0
3.58,13.46,3.0,2,5,1.0
2.53,8.63,3.0,0,4,1.0
2.47,6.37,4.0,5,0,1.0
3.36,9.31,0.0,4,0,1.0
3.1,11.52,3.0,1,1,1.0
3.8,10.36,1.0,2,1,1.0
3.05,10.39,1.0,0,0,1.0
3.15,6.54,2.0,3,3,1.0
2.76,6.48,1.0,0,3,1.0
3.43,1.0,3.0,2,3,1.0
3.12,2.55,5.0,0,3,1.0
3.08,7.92,4.0,4,0,1.0
2.78,7.23,0.0,1,5,1.0
3.53,4.22,3.0,1,3,1.0
3.72,7.5,3.0,1,2,1.0
2.96,11.84,2.0,4,2,1.0
3.1,7.89,3.0,1,4,1.0
2.89,9.55,3.0,1,3,1.0
2.63,7.45,4.0,0,4,1.0
3.44,6.86,4.0,0,0,1.0
3.85,3.23,0.0,5,5,1.0
3.95,1.0,0.0,0,2,1.0
2.68,3.8,5.0,4,0,1.0
3.21,11.63,0.0,4,3,1.0
2.76,6.84,5.0,4,2,1.0
2.29,11.04,5.0,5,2,1.0
3.88,9.8,3.0,5,3,1.0
3.22,4.77,2.0,4,3,1.0
2.76,10.49,2.0,0,2,1.0
3.3,4.38,1.0,2,2,1.0
3.57,15.89,5.0,4,4,1.0
3.12,13.4,3.0,1,5,1.0
3.58,6.42,5.0,5,1,1.0
2.95,8.16,3.0,2,5,1.0
3.44,5.83,3.0,5,5,1.0
3.26,5.35,2.0,2,1,1.0
2.83,13.79,3.0,0,4,1.0
2.74,2.98,2.0,5,5,1.0
3.69,5.74,5.0,5,3,1.0
3.59,12.45,5.0,1,3,1.0
3.35,5.91,0.0,1,2,1.0
3.23,13.45,2.0,2,3,1.0
3.1,11.82,2.0,3,2,1.0
3.36,2.34,5.0,1,2,1.0
2.67,16.39,4.0,1,4,1.0
2.99,9.41,5.0,4,5,1.0
3.48,1.0,5.0,5,4,1.0
3.75,9.36,0.0,0,1,1.0
4.0,10.42,0.0,5,1,1.0
2.8,7.59,0.0,3,0,1.0
3.73,10.22,1.0,5,3,1.0
3.53,12.18,5.0,5,5,1.0
2.95,11.92,4.0,1,0,1.0
3.34,7.39,5.0,4,2,1.0
2.81,3.07,5.0,1,3,1.0
2.47,6.61,2.0,2,5,1.0
3.15,7.47,5.0,5,5,1.0
3.43,11.75,5.0,2,2,1.0
2.77,5.72,5.0,3,1,1.0
3.38,4.07,1.0,4,3,1.0
3.46,7.56,3.0,0,0,1.0
3.51,1.43,2.0,2,3,1.0
3.12,13.16,4.0,1,3,1.0
2.99,1.0,0.0,5,4,1.0
3.17,6.82,4.0,4,3,1.0
2.82,3.23,4.0,5,5,1.0
3.34,15.89,0.0,3,0,1.0
3.61,8.46,4.0,0,4,1.0
2.66,9.87,2.0,3,5,1.0
3.18,7.56,4.0,0,2,1.0
3.47,2.04,1.0,1,3,1.0
3.0,5.54,3.0,2,0,1.0
2.82,6.83,2.0,4,2,1.0
3.19,6.3,3.0,1,2,1.0
3.73,7.93,5.0,5,0,1.0
3.58,5.71,2.0,3,2,1.0
3.25,7.58,2.0,4,3,1.0
2.81,1.0,5.0,0,2,1.0
3.92,6.83,3.0,3,0,1.0
3.09,3.05,1.0,3,3,1.0
3.21,11.17,2.0,0,1,1.0
2.73,9.58,1.0,1,0,1.0
3.5,7.97,4.0,5,5,1.0
3.26,15.62,0.0,1,2,1.0
3.63,5.52,4.0,0,5,1.0
3.02,12.01,1.0,2,2,1.0
3.32,10.52,2.0,5,0,1.0
3.73,17.04,5.0,5,1,1.0
3.34,8.03,2.0,1,5,1.0
3.44,10.46,5.0,4,5,1.0
2.93,1.0,0.0,5,4,1.0
2.92,1.0,0.0,0,3,1.0
3.27,11.52,5.0,4,4,1.0
3.21,6.44,0.0,1,2,1.0
3.95,12.0,1.0,4,4,1.0
3.32,14.76,5.0,5,3,1.0
3.12,3.97,3.0,4,4,1.0
3.57,4.34,0.0,3,4,1.0
2.86,7.04,1.0,5,1,1.0
3.23,13.28,1.0,1,3,1.0
3.0,15.85,5.0,1,2,1.0
3.63,7.76,3.0,0,4,1.0
3.2,1.78,5.0,5,1,1.0
2.95,6.11,4.0,3,4,1.0
2.66,13.32,3.0,4,2,1.0
2.43,12.44,2.0,2,0,1.0
3.35,7.15,1.0,1,3,1.0
3.32,13.8,0.0,5,0,1.0
2.75,11.65,1.0,4,2,1.0
3.73,8.73,5.0,0,4,1.0
3.24,2.34,5.0,2,2,1.0
3.38,7.07,1.0,3,4,1.0
3.23,4.06,1.0,4,3,1.0
3.59,9.01,0.0,0,3,1.0
3.32,9.94,0.0,5,0,1.0
3.08,7.36,3.0,3,1,1.0
2.88,9.78,3.0,0,4,1.0
3.49,4.47,4.0,0,0,1.0
3.06,10.3,0.0,2,3,1.0
3.2,7.91,2.0,3,1,1.0
3.05,8.81,1.0,4,1,1.0
3.36,5.95,1.0,2,5,1.0
3.29,9.65,2.0,5,1,1.0
3.66,10.4,2.0,0,0,1.0
3.25,10.88,2.0,3,2,1.0
2.69,12.49,0.0,4,2,1.0
3.13,5.61,4.0,5,3,1.0
2.57,10.8,2.0,3,3,1.0
3.23,5.92,0.0,4,3,1.0
2.58,15.75,3.0,3,5,1.0
3.76,3.48,2.0,2,5,1.0
3.31,5.94,2.0,0,3,1.0
3.8,6.0,1.0,1,5,1.0
3.09,5.44,4.0,3,0,1.0
3.26,1.66,0.0,3,2,1.0
3.56,4.54,2.0,4,5,1.0
3.57,4.78,2.0,0,3,1.0
3.06,10.63,1.0,4,4,1.0
2.61,3.2,0.0,0,0,1.0
2.84,8.96,4.0,1,2,1.0
3.82,9.08,4.0,5,1,1.0
3.42,7.66,1.0,4,5,1.0
3.1,8.35,1.0,3,5,1.0
3.63,8.35,5.0,2,1,1.0
2.58,1.45,2.0,1,2,1.0
3.37,4.72,2.0,4,1,1.0
2.61,8.91,4.0,3,0,1.0
2.89,1.0,2.0,0,2,1.0
3.54,6.23,0.0,4,4,1.0
2.9,9.45,0.0,5,0,1.0
2.86,8.28,5.0,5,0,1.0
3.5,6.57,0.0,4,0,1.0
3.43,7.14,1.0,5,3,1.0
3.45,10.58,2.0,0,3,1.0
3.63,7.57,2.0,0,5,1.0
3.51,6.34,3.0,3,0,1.0
2.86,12.48,5.0,4,2,1.0
3.1,14.43,2.0,0,0,1.0
3.6,12.45,1.0,4,3,1.0
2.99,1.0,5.0,5,4,1.0
3.28,7.93,4.0,0,1,1.0
2.77,9.14,1.0,1,4,1.0
3.2,10.87,0.0,4,4,1.0
3.92,4.94,3.0,1,4,1.0
2.87,6.87,2.0,5,5,1.0
2.86,7.08,2.0,5,1,1.0
3.3,12.3,4.0,4,2,1.0
3.11,7.32,5.0,3,2,1.0
3.32,15.46,4.0,0,5,1.0
3.06,4.05,0.0,3,0,1.0
2.18,16.11,0.0,0,2,1.0
3.14,4.6,3.0,3,5,1.0
2.56,11.1,5.0,3,5,1.0
2.86,12.21,0.0,5,5,1.0
3.17,7.44,5.0,3,2,1.0
3.02,4.26,5.0,5,1,1.0
3.54,1.0,4.0,0,0,1.0
3.59,8.13,5.0,0,1,1.0
3.28,15.27,2.0,2,2,1.0
3.17,1.0,1.0,3,5,1.0
2.69,11.16,5.0,3,4,1.0
3.06,14.04,3.0,5,3,1.0
3.06,12.32,1.0,3,0,1.0
3.0,7.39,3.0,5,2,1.0
3.02,6.42,5.0,3,4,1.0
3.23,4.91,4.0,4,0,1.0
2.72,8.0,4.0,4,1,1.0
2.56,1.0,2.0,5,1,1.0
3.25,8.11,2.0,1,2,1.0
3.72,15.8,2.0,3,0,1.0
3.15,8.05,1.0,0,5,1.0
2.96,10.68,5.0,1,5,1.0
2.71,11.78,5.0,4,5,1.0
3.58,11.21,4.0,0,4,1.0
3.16,2.88,5.0,3,1,1.0
2.63,15.03,1.0,2,5,1.0
3.18,4.73,0.0,5,3,1.0
3.04,3.55,0.0,0,1,1.0
2.94,14.94,3.0,1,5,1.0
3.05,16.27,2.0,5,2,1.0
3.66,9.45,4.0,4,3,1.0
3.43,11.9,2.0,2,3,1.0
2.8,3.19,2.0,4,1,1.0
3.57,14.3,2.0,0,3,1.0
2.9,8.77,2.0,4,5,1.0
2.56,1.4,4.0,4,3,1.0
2.36,10.84,3.0,1,1,1.0
3.32,4.18,4.0,4,5,1.0
3.33,5.41,5.0,2,4,1.0
3.97,4.0,1.0,0,2,1.0
3.63,6.43,0.0,2,1,1.0
3.32,10.17,3.0,3,3,1.0
2.97,2.76,5.0,5,4,1.0
2.3,8.21,5.0,4,1,1.0
3.39,2.16,5.0,0,2,1.0
3.02,11.09,5.0,2,3,1.0
2.49,13.66,5.0,0,1,1.0
3.04,11.68,0.0,2,4,1.0
2.52,5.74,3.0,5,1,1.0
3.22,10.13,0.0,4,0,1.0
3.34,16.3,5.0,2,2,1.0
2.61,3.72,0.0,5,0,1.0
3.52,6.99,5.0,2,3,1.0
2.62,6.18,4.0,5,2,1.0
2.97,4.58,5.0,5,3,1.0
3.25,1.89,1.0,1,2,1.0
3.02,3.4,1.0,2,3,1.0
2.83,9.78,1.0,0,1,1.0
3.81,7.16,2.0,0,1,1.0
4.0,9.52,4.0,2,3,1.0
3.27,1.0,3.0,0,5,1.0
3.47,7.91,5.0,5,1,1.0
2.8,16.35,1.0,2,4,1.0
2.72,16.42,3.0,0,0,1.0
3.19,10.78,4.0,0,5,1.0
3.04,4.61,3.0,4,0,1.0
3.51,5.52,4.0,2,0,1.0
3.01,12.27,1.0,0,0,1.0
3.21,8.56,2.0,3,3,1.0
2.67,2.74,0.0,3,0,1.0
3.66,4.76,4.0,2,5,1.0
3.32,8.54,5.0,0,1,1.0
3.39,11.77,4.0,0,0,1.0
3.24,8.49,1.0,3,3,1.0
3.88,8.39,1.0,3,0,1.0
4.0,9.65,2.0,3,1,1.0
3.55,7.97,5.0,5,0,1.0
2.67,9.21,0.0,4,5,1.0
2.99,13.0,2.0,5,4,1.0
3.09,7.22,3.0,1,4,1.0
3.07,7.92,1.0,4,2,1.0
2.96,7.91,0.0,4,4,1.0
3.05,9.88,1.0,0,0,1.0
3.1,7.76,2.0,2,5,1.0
3.4,6.26,1.0,4,0,1.0
3.54,11.79,1.0,4,4,1.0
2.21,10.31,3.0,4,2,1.0
3.28,5.8,3.0,3,4,1.0
3.85,7.17,5.0,5,1,1.0
2.67,1.24,0.0,4,1,1.0
3.35,10.73,3.0,1,4,1.0
3.71,8.89,3.0,0,5,1.0
3.36,2.94,3.0,1,0,1.0
3.63,1.0,5.0,2,0,1.0
2.9,9.6,4.0,4,2,1.0
3.37,9.4,0.0,2,5,1.0
3.02,13.23,2.0,5,3,1.0
3.04,7.89,2.0,0,1,1.0
2.57,13.58,1.0,4,0,1.0
3.23,8.97,2.0,3,1,1.0
4.0,11.09,1.0,2,0,1.0
3.18,11.2,4.0,5,2,1.0
3.14,7.2,2.0,1,5,1.0
3.43,10.13,4.0,0,5,1.0
2.83,6.57,5.0,5,1,1.0
3.22,1.67,5.0,2,3,1.0
2.85,8.36,5.0,2,5,1.0
3.08,1.0,5.0,5,3,1.0
3.37,5.58,2.0,2,2,1.0
3.44,9.85,1.0,3,0,1.0
3.8,1.0,3.0,0,2,1.0
3.43,5.07,5.0,3,3,1.0
3.59,3.09,0.0,2,3,1.0
3.54,3.98,1.0,4,0,1.0
2.84,12.04,4.0,3,5,1.0
3.63,3.97,1.0,3,0,1.0
2.88,3.52,3.0,4,4,
3.42,2.59,4.0,3,3,1.0
3.4,5.72,4.0,4,1,1.0
3.91,8.16,2.0,0,2,1.0
3.28,6.17,5.0,0,5,1.0
3.11,7.63,3.0,1,3,1.0
3.23,12.37,1.0,5,3,1.0
3.57,8.63,0.0,0,3,1.0
3.22,1.23,1.0,0,3,1.0
3.08,8.45,1.0,4,1,1.0
3.14,4.24,5.0,1,5,1.0
4.0,11.09,2.0,1,4,1.0
3.65,1.0,3.0,4,0,1.0
3.09,5.98,4.0,2,4,1.0
3.81,12.74,0.0,3,5,1.0
2.72,8.32,0.0,0,4,1.0
3.27,11.91,4.0,5,3,1.0
3.06,4.07,3.0,0,0,1.0
2.0,8.01,3.0,0,1,1.0
2.78,8.42,0.0,3,3,1.0
2.96,5.11,4.0,1,3,1.0
3.21,4.15,3.0,4,0,1.0
2.38,14.02,5.0,0,2,1.0
3.63,6.71,2.0,0,3,1.0
3.51,8.92,5.0,0,0,1.0
3.14,9.16,3.0,2,4,1.0
2.91,11.92,5.0,3,5,1.0
3.36,10.46,3.0,5,2,1.0
3.16,8.12,4.0,2,4,1.0
3.0,5.79,3.0,1,0,1.0
3.43,8.89,3.0,4,2,1.0
2.16,10.15,3.0,1,2,1.0
3.62,7.43,4.0,2,4,1.0
3.3,2.1,0.0,0,4,1.0
2.52,1.67,2.0,2,3,1.0
3.28,2.11,0.0,0,5,1.0
2.95,13.52,5.0,2,4,1.0
2.95,4.46,4.0,2,0,1.0
3.21,7.51,5.0,3,4,1.0
2.92,5.14,1.0,4,5,1.0
3.45,9.36,1.0,3,2,1.0
2.64,5.21,5.0,2,5,1.0
2.95,2.27,4.0,3,3,1.0
3.41,1.0,3.0,4,1,1.0
3.44,9.18,0.0,4,3,1.0
3.43,14.54,1.0,3,4,1.0
2.53,14.95,2.0,5,4,1.0
2.93,12.27,0.0,4,5,1.0
3.53,13.87,5.0,4,1,1.0
2.78,11.72,0.0,5,4,1.0
3.21,10.39,0.0,3,1,1.0
2.78,7.84,0.0,3,3,1.0
3.17,12.06,4.0,1,5,1.0
3.16,14.24,2.0,4,1,1.0
2.65,11.33,3.0,3,0,1.0
3.26,12.61,5.0,2,4,1.0
3.79,3.71,2.0,1,2,1.0
3.51,4.42,4.0,0,5,1.0
3.61,12.94,0.0,2,3,1.0
3.33,8.07,1.0,0,5,1.0
3.38,2.36,0.0,1,1,1.0
2.52,3.49,4.0,0,0,1.0
2.91,15.23,1.0,2,5,1.0
2.84,1.37,3.0,0,2,1.0
3.41,9.42,0.0,2,0,1.0
3.47,1.0,2.0,3,0,1.0
3.15,9.62,4.0,3,3,1.0
2.81,4.31,1.0,1,3,1.0
3.32,9.63,3.0,3,2,1.0
3.56,7.46,0.0,2,1,1.0
2.94,1.0,4.0,3,0,1.0
3.35,14.97,5.0,0,3,1.0
2.84,4.66,3.0,3,1,1.0
2.95,5.55,3.0,5,3,1.0
2.47,7.93,5.0,3,3,1.0
3.05,3.23,1.0,5,4,1.0
3.29,5.37,1.0,4,2,1.0
2.33,11.49,5.0,4,1,1.0
3.23,8.73,5.0,4,3,1.0
2.87,13.68,4.0,1,4,1.0
2.86,7.3,0.0,0,2,1.0
3.24,13.46,1.0,3,3,1.0
3.49,7.86,3.0,4,0,1.0
2.96,7.7,3.0,0,3,1.0
3.39,18.18,3.0,5,0,1.0
3.13,4.95,4.0,2,4,1.0
2.73,4.27,3.0,4,5,1.0
4.0,7.62,2.0,3,2,1.0
3.25,9.86,5.0,2,2,1.0
3.1,5.67,1.0,2,4,1.0
3.2,7.89,0.0,1,2,1.0
3.27,2.43,2.0,4,1,1.0
3.59,3.44,1.0,1,4,1.0
3.5,9.06,3.0,5,0,1.0
3.31,10.46,4.0,0,5,1.0
2.47,3.83,3.0,3,5,1.0
2.83,3.04,1.0,2,2,1.0
2.84,5.36,1.0,2,4,1.0
3.21,14.98,3.0,2,2,1.0
3.65,10.04,0.0,2,3,1.0
3.23,1.0,2.0,5,4,1.0
2.8,5.91,5.0,1,1,1.0
3.44,4.92,1.0,1,3,1.0
3.34,1.0,3.0,2,1,1.0
3.75,4.25,2.0,1,5,1.0
3.06,1.0,5.0,5,3,1.0
2.76,1.0,2.0,4,4,1.0
3.08,5.46,5.0,3,3,1.0
3.14,5.62,5.0,4,4,1.0
2.9,3.61,1.0,4,3,1.0
3.15,13.42,5.0,3,4,1.0
3.57,10.93,3.0,4,1,1.0
3.04,7.15,4.0,5,5,1.0
3.85,7.66,4.0,0,0,1.0
3.22,1.0,1.0,5,2,1.0
3.39,7.26,3.0,5,2,1.0
3.0,10.67,1.0,4,3,1.0
2.87,14.06,0.0,4,4,1.0
3.58,3.83,5.0,4,3,1.0
3.08,12.61,5.0,1,5,1.0
2.93,8.21,2.0,3,0,1.0
3.12,6.09,4.0,5,3,1.0
3.27,11.04,4.0,2,0,1.0
1.45,5.54,3.0,5,2,1.0
3.11,7.66,5.0,5,3,1.0
3.34,2.58,4.0,1,4,1.0
2.63,8.0,5.0,3,1,1.0
3.42,6.92,4.0,0,1,1.0
3.51,11.94,2.0,2,0,1.0
3.41,3.94,4.0,4,4,1.0
2.61,5.74,0.0,2,1,1.0
3.4,8.85,5.0,2,4,1.0
3.19,11.96,2.0,0,3,1.0
3.82,9.76,0.0,3,0,1.0
3.39,10.86,1.0,0,2,1.0
1.87,14.81,0.0,4,0,1.0
3.05,1.0,5.0,2,2,1.0
3.05,15.4,1.0,3,3,1.0
2.88,11.85,3.0,4,2,1.0
2.74,13.33,3.0,3,5,1.0
3.04,8.34,5.0,0,3,1.0
3.37,7.81,2.0,0,3,1.0
2.85,11.85,4.0,2,4,1.0
3.33,7.12,4.0,5,1,1.0
3.26,1.0,2.0,4,5,1.0
3.1,3.3,3.0,0,5,1.0
3.57,11.09,3.0,5,0,1.0
3.3,1.0,5.0,3,4,1.0
3.25,13.9,2.0,4,0,1.0
2.99,3.48,1.0,3,0,1.0
3.46,7.97,2.0,1,5,1.0
3.14,7.24,4.0,2,5,1.0
2.71,7.72,4.0,1,0,1.0
2.67,1.0,3.0,2,2,1.0
3.49,8.06,5.0,4,4,1.0
3.34,13.46,2.0,1,2,1.0
3.25,11.39,1.0,4,4,1.0
3.2,4.81,5.0,4,1,1.0
3.5,11.41,3.0,0,1,1.0
3.41,1.0,2.0,0,1,1.0
2.66,1.31,1.0,5,0,1.0
3.61,8.87,3.0,5,0,1.0
3.52,8.47,3.0,4,1,1.0
3.06,12.61,3.0,4,2,1.0
2.86,7.94,1.0,2,1,1.0
3.73,6.67,5.0,3,3,1.0
4.0,13.59,3.0,5,0,1.0
3.03,12.35,0.0,0,2,1.0
3.1,5.88,0.0,1,3,1.0
3.14,8.51,1.0,5,5,1.0
3.64,7.11,3.0,5,5,
3.23,12.34,1.0,3,4,1.0
2.41,1.0,0.0,1,2,1.0
3.0,1.14,4.0,2,2,1.0
3.2,13.7,1.0,2,4,1.0
2.81,3.44,1.0,0,0,1.0
3.38,13.71,5.0,5,1,1.0
3.2,7.28,2.0,3,3,1.0
2.65,10.31,2.0,4,2,1.0
3.53,12.96,2.0,2,4,1.0
3.89,10.25,5.0,0,0,1.0
2.98,6.04,3.0,1,3,1.0
2.94,12.14,3.0,4,3,1.0
2.64,8.86,5.0,4,2,1.0
4.0,8.83,2.0,0,3,1.0
3.38,11.04,3.0,3,0,1.0
3.41,8.97,4.0,0,3,1.0
2.81,6.49,2.0,3,1,1.0
2.64,7.33,5.0,4,2,1.0
2.98,1.16,2.0,5,4,1.0
3.02,9.56,1.0,5,2,1.0
2.97,5.06,2.0,0,4,1.0
3.29,10.38,5.0,2,2,1.0
3.38,4.42,4.0,1,0,1.0
3.37,12.78,0.0,5,0,1.0
3.07,1.55,0.0,4,1,1.0
2.95,12.18,0.0,1,2,1.0
3.18,4.66,1.0,2,4,1.0
3.24,5.6,3.0,1,1,1.0
3.79,11.96,0.0,4,4,1.0
3.48,10.05,3.0,5,0,1.0
3.9,9.32,2.0,3,4,1.0
3.91,11.04,4.0,3,5,1.0
2.87,7.64,3.0,2,2,1.0
2.26,3.6,0.0,0,3,1.0
3.21,5.46,3.0,1,3,1.0
2.64,9.8,0.0,5,1,1.0
2.85,14.9,0.0,1,4,1.0
2.74,7.42,1.0,0,3,1.0
2.79,4.56,2.0,1,4,1.0
3.73,6.14,0.0,0,2,1.0
3.44,14.62,0.0,4,1,1.0
2.67,7.83,4.0,3,1,1.0
3.44,15.59,1.0,4,2,1.0
3.32,2.2,5.0,4,5,1.0
2.97,2.52,2.0,2,0,1.0
3.34,8.24,0.0,4,0,1.0
3.5,14.64,3.0,1,1,1.0
2.63,14.21,2.0,1,5,1.0
2.84,11.11,2.0,5,4,1.0
3.55,7.46,1.0,3,3,1.0
3.6,15.13,3.0,4,5,1.0
3.05,7.08,4.0,5,1,1.0
2.95,4.08,4.0,1,0,1.0
2.94,7.46,3.0,1,2,1.0
3.3,7.54,3.0,0,3,1.0
2.83,2.1,2.0,4,3,1.0
2.73,6.05,2.0,0,1,1.0
2.87,8.45,0.0,1,3,1.0
3.58,3.54,1.0,2,5,1.0
3.47,3.35,4.0,1,0,1.0
3.56,9.68,5.0,0,1,1.0
3.5,4.2,1.0,4,0,1.0
2.82,5.66,0.0,0,5,1.0
3.1,13.79,5.0,2,3,1.0
3.69,10.14,4.0,4,4,1.0
3.01,6.02,3.0,0,1,1.0
3.14,3.32,4.0,1,3,1.0
2.87,11.53,4.0,3,5,1.0
3.98,8.6,2.0,3,4,1.0
3.37,8.49,1.0,1,0,1.0
3.01,3.98,3.0,2,0,1.0
4.0,2.37,4.0,0,0,1.0
3.79,13.03,1.0,2,0,1.0
3.48,13.88,3.0,2,3,1.0
3.22,11.16,0.0,5,2,1.0
3.12,10.7,4.0,3,3,1.0
3.63,9.39,2.0,5,2,1.0
3.46,16.61,2.0,3,3,1.0
3.17,4.95,3.0,4,4,1.0
3.97,5.53,0.0,3,5,1.0
2.2,6.72,3.0,2,3,1.0
3.8,8.88,0.0,4,5,1.0
2.87,4.87,1.0,2,0,1.0
3.56,8.37,3.0,3,4,1.0
3.02,7.33,0.0,4,3,1.0
3.76,8.19,1.0,1,3,1.0
3.27,4.8,2.0,1,5,1.0
2.68,5.43,4.0,1,3,1.0
2.97,8.84,4.0,1,2,1.0
3.07,6.84,4.0,3,0,1.0
3.16,4.99,2.0,3,4,1.0
3.54,8.52,4.0,4,3,1.0
3.64,6.92,3.0,2,4,1.0
2.62,5.0,2.0,0,5,1.0
2.69,4.06,4.0,0,0,1.0
3.61,11.58,3.0,4,2,1.0
3.78,12.14,1.0,3,2,1.0
3.36,9.93,3.0,0,3,1.0
2.99,9.77,5.0,4,3,1.0
3.39,8.74,4.0,1,2,1.0
3.73,6.07,4.0,3,2,1.0
3.25,14.98,4.0,3,1,1.0
3.33,12.12,1.0,3,0,1.0
2.92,8.19,0.0,5,0,1.0
3.7,8.8,5.0,1,1,1.0
3.16,5.83,3.0,4,0,1.0
3.63,21.53,0.0,3,4,1.0
4.0,15.12,1.0,4,4,1.0
3.83,10.15,3.0,3,5,1.0
4.0,12.17,0.0,1,4,1.0
3.82,12.08,3.0,0,4,1.0
2.75,3.5,4.0,1,2,1.0
2.73,4.63,0.0,4,2,1.0
3.24,6.76,5.0,0,5,1.0
2.93,12.5,5.0,5,2,1.0
3.27,5.75,0.0,3,2,1.0
3.16,5.34,0.0,5,3,1.0
3.34,10.98,2.0,4,2,1.0
3.11,7.35,3.0,0,3,1.0
2.69,12.97,4.0,1,4,1.0
3.12,8.2,0.0,5,2,1.0
2.91,11.23,0.0,0,0,1.0
3.61,13.69,2.0,2,2,1.0
3.26,6.78,3.0,3,3,1.0
2.87,9.16,2.0,5,1,1.0
2.74,4.33,4.0,0,5,1.0
3.12,4.11,3.0,1,4,1.0
3.39,1.0,5.0,4,3,1.0
3.28,12.38,4.0,5,1,1.0
3.1,4.35,2.0,5,2,1.0
3.23,7.41,2.0,0,3,1.0
3.34,7.15,2.0,1,4,1.0
3.66,11.09,3.0,2,2,1.0
3.57,8.55,3.0,1,2,1.0
3.5,6.07,0.0,3,2,1.0
3.37,13.07,2.0,0,2,1.0
3.39,6.62,2.0,3,5,1.0
3.39,6.8,1.0,4,0,1.0
2.99,9.31,5.0,4,0,1.0
3.57,13.32,3.0,3,3,1.0
3.72,8.53,1.0,4,0,1.0
3.37,3.32,2.0,2,3,1.0
3.71,3.12,1.0,2,3,1.0
3.44,5.67,1.0,4,2,1.0
3.03,1.73,5.0,0,3,1.0
3.27,6.55,4.0,4,4,1.0
3.46,1.13,4.0,5,2,1.0
3.18,9.68,2.0,0,0,1.0
3.84,7.64,1.0,4,0,1.0
2.37,8.74,3.0,2,0,1.0
3.11,8.16,1.0,3,2,1.0
2.42,8.07,0.0,0,5,1.0
3.56,1.0,4.0,5,3,1.0
2.81,3.62,4.0,2,4,1.0
2.48,1.0,0.0,0,2,1.0
3.47,15.92,4.0,3,1,1.0
3.27,11.72,0.0,1,3,1.0
3.02,4.73,2.0,2,4,1.0
3.01,19.69,0.0,2,0,1.0
2.36,14.8,3.0,2,2,1.0
3.02,6.91,1.0,4,1,1.0
3.72,9.81,5.0,1,5,1.0
3.12,7.45,2.0,3,5,1.0
3.28,5.1,5.0,2,2,1.0
3.08,10.62,3.0,2,5,1.0
3.78,6.41,2.0,4,4,1.0
3.66,11.33,0.0,5,1,1.0
2.45,6.6,5.0,0,4,1.0
2.98,3.42,1.0,0,4,1.0
3.31,5.01,3.0,3,5,1.0
2.85,13.42,1.0,4,0,1.0
2.92,8.89,2.0,5,1,1.0
3.4,7.55,2.0,0,3,1.0
3.6,2.51,5.0,4,4,1.0
3.57,8.6,1.0,3,0,1.0
2.83,14.61,5.0,3,0,1.0
3.5,9.54,4.0,0,5,1.0
3.64,10.35,5.0,2,5,1.0
3.23,1.0,4.0,3,3,1.0
3.26,12.98,4.0,1,3,1.0
3.35,9.35,3.0,4,3,1.0
2.71,12.87,1.0,5,5,1.0
2.89,6.29,0.0,2,5,1.0
4.0,7.29,4.0,4,1,1.0
3.37,6.22,3.0,0,2,1.0
2.94,12.64,2.0,5,3,1.0
3.34,1.0,5.0,1,4,1.0
2.75,1.06,1.0,3,1,1.0
2.86,1.0,2.0,4,0,1.0
3.01,15.23,1.0,1,0,1.0
2.95,9.57,0.0,0,5,1.0
3.51,15.62,1.0,3,5,1.0
3.13,6.49,3.0,1,2,1.0
2.9,9.01,5.0,3,1,1.0
3.01,8.41,1.0,3,2,1.0
3.54,8.39,0.0,0,1,1.0
3.2,9.78,0.0,4,4,1.0
3.73,8.67,4.0,4,2,1.0
3.37,9.55,0.0,4,1,1.0
3.74,6.27,2.0,1,1,1.0
3.72,6.41,0.0,5,0,1.0
3.82,10.08,5.0,3,2,1.0
3.56,2.78,1.0,5,0,1.0
3.3,12.69,4.0,1,3,1.0
1.98,9.76,0.0,5,3,1.0
3.74,6.75,4.0,0,0,1.0
3.73,11.06,1.0,1,3,1.0
3.53,1.0,4.0,4,3,1.0
3.39,1.0,5.0,2,3,1.0
3.66,8.05,2.0,5,4,1.0
2.97,15.27,3.0,3,2,1.0
3.26,5.79,3.0,1,0,1.0
2.94,8.09,4.0,0,5,1.0
3.41,16.28,1.0,4,1,1.0
3.04,9.25,5.0,0,2,1.0
3.65,6.46,0.0,4,1,1.0
3.2,7.22,3.0,2,4,1.0
3.24,7.7,0.0,3,4,1.0
2.96,7.99,2.0,4,0,1.0
3.16,7.53,0.0,0,3,1.0
3.05,11.87,2.0,1,0,1.0
3.07,5.18,3.0,1,1,1.0
2.99,4.97,4.0,2,1,1.0
2.9,12.34,0.0,0,3,1.0
